EVENT	842613534	156	159
EVENT	842613534	331	340
EVENT	842613534	562	569
EVENT	842613534	595	599
EVENT	842613534	750	754
EVENT	842613534	705	714
EVENT	842613534	840	846
EVENT	842613534	879	887
EVENT	842613534	964	969
EVENT	842613615	106	113
EVENT	842613615	269	274
EVENT	842613615	203	210
EVENT	842613615	440	448
EVENT	842613615	580	585
EVENT	842613615	1034	1045
EVENT	842613615	1206	1211
EVENT	842613615	1353	1361
EVENT	842613615	1459	1467
EVENT	842613696	122	128
EVENT	842613696	273	276
EVENT	842613696	483	489
EVENT	842613696	508	512
EVENT	842613696	735	739
EVENT	842613696	856	860
EVENT	842613696	881	885
EVENT	842613696	965	971
EVENT	842613696	70	75
EVENT	842613777	142	150
EVENT	842613777	560	564
EVENT	842613777	483	489
EVENT	842613777	704	712
EVENT	842613777	1212	1217
EVENT	842613857	320	324
EVENT	842613857	258	262
EVENT	842613857	476	483
EVENT	842613857	529	533
EVENT	842613857	614	618
EVENT	842613857	652	658
EVENT	842613857	798	802
EVENT	842613857	858	864
EVENT	842613857	913	916
EVENT	842613937	80	85
EVENT	842613937	126	136
EVENT	842613937	331	338
EVENT	842613937	480	486
EVENT	842613937	545	552
EVENT	842613937	956	960
EVENT	842613777	310	315
EVENT	842613777	354	365
EVENT	842613777	410	415
EVENT	842613777	982	986
EVENT	842613777	919	928
EVENT	842613777	1235	1244
EVENT	842614017	87	93
EVENT	842614017	113	124
EVENT	842614017	233	246
EVENT	842614017	377	381
EVENT	842614017	389	396
EVENT	842614017	439	443
EVENT	842614017	484	491
EVENT	842614017	550	555
EVENT	842614017	428	432
EVENT	842614017	581	585
EVENT	842614017	696	700
EVENT	842614017	813	821
EVENT	842614017	899	903
EVENT	842614017	844	852
EVENT	842614017	1042	1045
EVENT	842614098	125	129
EVENT	842614098	207	210
EVENT	842614098	320	331
EVENT	842614098	752	759
EVENT	842614098	686	697
EVENT	842614098	956	962
EVENT	842614098	1069	1075
EVENT	842614098	1256	1266
EVENT	842614098	1296	1306
EVENT	842614178	211	220
EVENT	842614178	260	268
EVENT	842614178	312	315
EVENT	842614178	350	354
EVENT	842614178	398	401
EVENT	842614178	433	435
EVENT	842614178	479	483
EVENT	842614178	523	527
EVENT	842614178	575	580
EVENT	842614178	731	735
EVENT	842614178	953	957
EVENT	842614258	287	300
EVENT	842614258	454	464
EVENT	842614258	475	477
EVENT	842614258	498	505
EVENT	842614258	575	577
EVENT	842614258	717	723
EVENT	842614258	892	898
EVENT	842614258	1135	1139
EVENT	842614338	87	93
EVENT	842614338	210	216
EVENT	842614338	363	369
EVENT	842614338	429	432
EVENT	842614338	473	480
EVENT	842614338	607	615
EVENT	842614418	127	131
EVENT	842614338	745	751
EVENT	842614418	230	234
EVENT	842614418	440	444
EVENT	842614418	523	532
EVENT	842614418	709	716
EVENT	842614418	788	791
EVENT	842614418	878	882
EVENT	842614498	117	122
EVENT	842614498	170	176
EVENT	842614498	262	266
EVENT	842614498	391	400
