EVENT	842613534	705	714
EVENT	842613534	750	754
EVENT	842613534	808	815
EVENT	842613534	331	340
EVENT	842613534	879	887
EVENT	842613534	945	951
EVENT	842613615	116	126
EVENT	842613615	203	210
EVENT	842613615	258	265
EVENT	842613615	1353	1361
EVENT	842613696	70	75
EVENT	842613696	112	118
EVENT	842613696	122	128
EVENT	842613696	273	276
EVENT	842613696	412	418
EVENT	842613696	439	445
EVENT	842613696	508	512
EVENT	842613696	534	538
EVENT	842613696	777	786
EVENT	842613777	310	315
EVENT	842613777	483	489
EVENT	842613777	704	712
EVENT	842613777	1371	1378
EVENT	842613857	263	274
EVENT	842613857	371	373
EVENT	842613937	80	85
EVENT	842613937	331	338
EVENT	842613937	345	353
EVENT	842613937	604	612
EVENT	842613937	806	826
EVENT	842613937	876	879
EVENT	842614017	87	93
EVENT	842614017	377	381
EVENT	842614017	389	396
EVENT	842614017	484	491
EVENT	842614017	813	821
EVENT	842614017	1042	1045
EVENT	842614017	1094	1098
EVENT	842614178	89	94
EVENT	842614178	138	147
EVENT	842614178	211	220
EVENT	842614178	581	589
EVENT	842614258	95	109
EVENT	842614258	454	464
EVENT	842614258	608	614
EVENT	842614258	647	653
EVENT	842614258	675	681
EVENT	842614258	717	723
EVENT	842614338	607	615
EVENT	842614418	567	574
EVENT	842614498	170	176
EVENT	842614498	238	241
EVENT	842614498	915	925
EVENT	842614498	949	955
EVENT	842614498	1022	1033
EVENT	842614498	1085	1089
EVENT	842614578	88	96
EVENT	842614578	515	521
EVENT	842614578	617	621
EVENT	842614578	712	715
EVENT	842614578	752	757
EVENT	842614578	805	811
EVENT	842614578	907	915
EVENT	842614578	992	999
EVENT	842614578	1069	1075
EVENT	842614578	1101	1112
EVENT	842614578	1316	1322
EVENT	842614578	1355	1362
EVENT	842614658	848	855
EVENT	842614658	941	950
EVENT	842614658	1159	1164
EVENT	842614738	76	80
EVENT	842614738	110	116
EVENT	842614738	338	345
EVENT	842614738	400	406
EVENT	842614738	856	860
EVENT	842614738	891	898
EVENT	842614818	95	105
EVENT	842614818	427	435
EVENT	842614818	594	597
EVENT	842614898	76	80
EVENT	842614898	258	284
EVENT	842614898	323	331
EVENT	842614898	566	569
EVENT	842614898	690	693
EVENT	842614898	979	985
EVENT	842614898	1216	1222
EVENT	842614898	1666	1673
EVENT	842614898	1712	1721
EVENT	842614898	2238	2242
EVENT	842614898	2302	2308
EVENT	842614898	2633	2637
EVENT	842614898	2662	2667
EVENT	842614978	389	400
EVENT	842614978	480	488
EVENT	842614978	581	589
EVENT	842615058	99	108
EVENT	842615058	466	469
EVENT	842615058	517	522
EVENT	842615058	889	892
EVENT	842615058	1203	1206
EVENT	842615058	1229	1239
EVENT	842615058	1488	1493
EVENT	842615138	139	143
EVENT	842615138	259	268
EVENT	842615219	90	100
EVENT	842615219	322	335
EVENT	842615219	516	523
EVENT	842615219	548	554
EVENT	842615219	637	645
EVENT	842615219	766	775
EVENT	842615219	988	994
EVENT	842615219	1504	1507
EVENT	842615219	1601	1605
EVENT	842615299	86	95
EVENT	842615299	237	241
EVENT	842615299	254	262
EVENT	842615299	422	427
EVENT	842615299	1005	1013
EVENT	842615379	190	193
EVENT	842615379	247	252
EVENT	842615379	485	489
EVENT	842615299	654	662
EVENT	842615299	712	721
EVENT	842615219	1707	1714
EVENT	842615219	1135	1141
EVENT	842615219	1189	1193
EVENT	842615219	1246	1252
EVENT	842615459	110	114
EVENT	842615459	215	224
EVENT	842615459	236	240
EVENT	842615459	285	293
EVENT	842615459	814	820
EVENT	842615459	839	843
EVENT	842615459	876	884
EVENT	842615459	998	1003
EVENT	842615459	1069	1077
EVENT	842615459	1579	1584
EVENT	842615539	116	124
EVENT	842615539	175	183
EVENT	842615539	298	306
EVENT	842615539	418	422
EVENT	842615539	487	496
EVENT	842615539	534	544
EVENT	842615539	632	640
EVENT	842615539	644	650
EVENT	842615539	789	794
EVENT	842615539	894	901
EVENT	842615539	916	921
EVENT	842615539	941	947
EVENT	842615620	86	92
EVENT	842615620	190	195
EVENT	842615620	312	318
EVENT	842615620	518	522
EVENT	842615620	689	695
EVENT	842615620	700	704
EVENT	842615620	890	896
EVENT	842615620	1084	1093
EVENT	842615620	1112	1118
EVENT	842615620	1244	1251
TIMEX	842613534	118	127
TIMEX	842613534	215	219
TIMEX	842613534	313	321
TIMEX	842613534	345	349
TIMEX	842613534	724	728
TIMEX	842613534	861	865
TIMEX	842613534	888	892
TIMEX	842613534	973	981
TIMEX	842613615	141	150
TIMEX	842613615	214	230
TIMEX	842613534	905	914
TIMEX	842613615	1406	1423
TIMEX	842613696	104	111
TIMEX	842613696	787	806
TIMEX	842613777	277	295
TIMEX	842613777	554	558
TIMEX	842613777	739	747
TIMEX	842613777	1384	1399
TIMEX	842613857	241	245
TIMEX	842613857	447	458
TIMEX	842613696	162	171
TIMEX	842613696	419	425
TIMEX	842613696	430	437
TIMEX	842613937	86	95
TIMEX	842613937	594	599
TIMEX	842613937	787	796
TIMEX	842613937	880	885
TIMEX	842613937	901	910
TIMEX	842614017	99	108
TIMEX	842614017	559	565
TIMEX	842614017	822	831
TIMEX	842614017	943	952
TIMEX	842614017	1142	1149
TIMEX	842614178	95	107
TIMEX	842614178	239	258
TIMEX	842614178	593	599
TIMEX	842614258	145	158
TIMEX	842614258	401	419
TIMEX	842614258	618	636
TIMEX	842614258	700	707
TIMEX	842614258	724	730
TIMEX	842614338	727	744
TIMEX	842614418	583	587
TIMEX	842614498	181	199
TIMEX	842614498	884	895
TIMEX	842614498	960	971
TIMEX	842614498	1034	1045
TIMEX	842614498	1118	1129
TIMEX	842614578	63	81
TIMEX	842614578	461	484
TIMEX	842614578	636	640
TIMEX	842614578	677	681
TIMEX	842614578	696	708
TIMEX	842614578	734	748
TIMEX	842614578	771	776
TIMEX	842614578	819	823
TIMEX	842614578	988	991
TIMEX	842614658	794	809
TIMEX	842614658	967	977
TIMEX	842614658	1117	1122
TIMEX	842614658	1124	1146
TIMEX	842614818	129	142
TIMEX	842614898	89	96
TIMEX	842614898	315	322
TIMEX	842614898	527	532
TIMEX	842614898	1206	1211
TIMEX	842614898	1733	1738
TIMEX	842614898	1758	1763
TIMEX	842614978	424	432
TIMEX	842615058	140	144
TIMEX	842615058	909	913
TIMEX	842615058	1186	1193
TIMEX	842615138	211	221
TIMEX	842615138	225	239
TIMEX	842615219	132	137
TIMEX	842615219	245	250
TIMEX	842615219	524	533
TIMEX	842615219	538	544
TIMEX	842615219	617	622
TIMEX	842615219	797	803
TIMEX	842615219	1008	1026
TIMEX	842615299	107	115
TIMEX	842615299	314	325
TIMEX	842615299	431	439
TIMEX	842615299	1026	1034
TIMEX	842615299	1049	1057
TIMEX	842615379	490	499
TIMEX	842615219	1739	1748
TIMEX	842615459	123	129
TIMEX	842615459	198	204
TIMEX	842615459	252	265
TIMEX	842615459	321	325
TIMEX	842615459	1026	1030
TIMEX	842615459	1048	1057
TIMEX	842615459	1607	1611
TIMEX	842615539	402	407
TIMEX	842615539	423	432
TIMEX	842615539	583	592
TIMEX	842615539	602	606
TIMEX	842615539	669	673
TIMEX	842615539	709	713
TIMEX	842615539	801	805
TIMEX	842615539	927	936
TIMEX	842615620	145	150
TIMEX	842615620	196	204
TIMEX	842615620	386	394
TLINK	TIMEX	842613534	724	728	EVENT	842613534	705	714	overlap
TLINK	EVENT	842613534	750	754	EVENT	842613534	808	815	after
TLINK	TIMEX	842613534	888	892	EVENT	842613534	879	887	overlap
